first_name,white,black,api,hispanic,native,multiple
ALLYSON,0.00011173244536899537,7.143143107385915e-05,1.1975779060171903e-05,0.0,0.0,0.0
ALMA,8.801942130829851e-05,0.0003928879173739207,0.00018571167418593326,0.0018727391003694588,0.0,0.0
ALOK,3.6483862758417826e-06,8.930368791007399e-06,0.00015574694753008435,0.0,0.00022589615180660505,0.0
ALON,1.3681571668674838e-05,8.928761453212043e-06,1.1981350025821144e-05,0.0,0.0,0.0
ALONSO,3.1922559018494584e-06,8.93063668063996e-06,5.990944575764568e-06,0.00022931711456803487,0.0,0.0
ALONZO,1.2769516144470447e-05,0.00032146434439594995,1.1979912357266501e-05,8.190104036104747e-05,0.0,0.0
ALPHONSE,1.8698061753201236e-05,6.250883108219596e-05,0.0,5.460418792756718e-06,0.0,0.0
ALPHONSO,3.6484957285245853e-06,0.0003839765687468251,5.991244090046785e-06,2.1840146391355073e-05,0.0,0.0
ALTA,1.9610194806389285e-05,2.678905255250591e-05,5.991244090046785e-06,0.0,0.0,0.0
ALTAGRACIA,1.36820870083897e-06,0.0,5.991363895759672e-06,0.0002129379329621764,0.0,0.0
ALTHEA,1.4593535982310234e-05,0.0003482541113208093,2.3962041120221413e-05,1.0918162221087786e-05,0.0,0.0
ALTON,4.286911336772567e-05,0.0002500275555294396,1.796929945876354e-05,5.457142836317145e-06,0.00022576288373848464,0.0
ALVA,1.732996706557352e-05,9.822646649482556e-05,2.3961981217364968e-05,9.827825639304214e-05,0.0,0.0
ALVARO,1.5505796730294882e-05,0.0,5.996036318562259e-06,0.0012939975521016123,0.0,0.0
ALVIN,0.00016919576511671342,0.0011161853711611337,0.0004552578152844516,0.0001255930719876661,0.0,0.0
ALYCE,4.2412791451538435e-05,6.250650937204712e-05,5.991064381477454e-06,1.092127437970538e-05,0.0,0.0
ALYCIA,2.0522309617463535e-05,3.571799259880633e-05,0.0,1.092105598260941e-05,0.0,0.0
ALYSE,1.1401321125216824e-05,0.0,0.0,0.0,0.0,0.0
ALYSIA,1.5049743885286209e-05,0.0,0.0,0.0,0.0,0.0
ALYSON,8.482577900580022e-05,2.678199812551517e-05,1.1977456340152322e-05,1.0917015636333935e-05,0.0,0.0
ALYSSA,0.00013453513322471354,8.94322749337026e-06,5.391760263903446e-05,8.190071276540351e-05,0.0,0.00024241328319647443
AMADO,1.3683044719364215e-06,0.0,0.00010183677284524893,0.0002402368055687944,0.0,0.0
AMADOR,9.12060084732845e-07,0.0,2.9952027250282882e-05,0.00015287796718014193,0.0,0.0
AMAL,1.596192254375876e-05,3.5717188929908655e-05,7.787371337646797e-05,0.0,0.0,0.0
AMALIA,1.732988953658987e-05,0.0,4.792090738905132e-05,0.0003494374283270218,0.00022590292814905186,0.0
AMANDA,0.0018903446976162278,0.00047330472391000607,0.0002456337594462885,0.0007534863608843259,0.002035105045335933,0.002180768310447555
AMAR,9.121129868628661e-06,8.931261756449266e-06,0.00012579545940550948,5.460910186222655e-06,0.0,0.0
AMARJIT,3.1924611256297125e-06,0.0,0.0002216399698121521,5.459381406550854e-06,0.0,0.0
AMBER,0.0006749611065484019,0.00027681812612319665,7.191020430895449e-05,0.0001583756226777618,0.0006787658938688569,0.00048238674902073423
AMELIA,0.00012358990598926144,0.00021431286690276822,0.0002815394716956281,0.0005296208200266608,0.0,0.0
AMER,1.0033212756003757e-05,0.0,6.58924831563597e-05,0.0,0.0,0.0
AMI,4.286889902288851e-05,4.465005802415327e-05,8.985099000805095e-05,5.462657362990428e-06,0.0,0.0
AMIE,9.303450675006229e-05,7.143009162569635e-05,2.9955022393105057e-05,1.6384150139791785e-05,0.0,0.0
AMIN,1.4137546984699864e-05,3.5717188929908655e-05,7.787371337646797e-05,1.6379127006584435e-05,0.00022586904643681792,0.0
AMINA,6.384785435405924e-06,7.143812831467313e-05,4.7922884183313947e-05,0.0,0.0,0.0
AMIR,7.205626742185823e-05,4.4641842742088104e-05,0.00022763313079360507,2.1841129178286947e-05,0.00022565672104015138,0.0007259303841148518
AMIT,2.6451379686966094e-05,8.925814667253887e-06,0.0010303327249985012,0.0,0.0004515619079700189,0.0
AMITA,5.472643261160976e-06,0.0,0.00018569801633466418,0.0,0.0006776613500500281,0.0
AMOS,3.055575496041824e-05,0.000205381158663598,2.9949151913173597e-05,4.367947379360026e-05,0.0,0.0
AMPARO,3.1923790361176104e-06,0.0,2.995076929029757e-05,0.00040949504634027467,0.0,0.0
AMY,0.004259985064697564,0.00031248879155358416,0.00166530539941319,0.0005294382400544286,0.0031573802935671923,0.0024133134037367682
AN,1.8244120432864956e-06,0.0,0.0006409579282190913,0.0,0.0,0.0
ANA,0.00017694886870564113,0.0001339748199186553,0.00022766200397041078,0.006622910717489973,0.0,0.0004850008390623927
ANABEL,2.7363398726942877e-06,0.0,1.1981649540103359e-05,0.0002238557675876202,0.0,0.0
ANAND,1.3681703923999895e-05,0.0,0.0006110127897972995,5.460473392030712e-06,0.0009036026774729451,0.0
ANASTASIA,6.795154554824387e-05,3.572183235020634e-05,1.198164954010336e-05,5.460418792756719e-06,0.0,0.0002420671583113289
ANATOLIY,3.830843898072853e-05,0.0,0.0,0.0,0.0,0.0
